Parameters,mean_test_recall,mean_test_precision,mean_test_f1,mean_test_roc_auc,mean_test_accuracy
"{'criterion': 'gini', 'max_depth': 10, 'max_features': 7, 'min_samples_split': 190}",0.658265888,0.599335527,0.626267076,0.643327537,0.603278604
"{'criterion': 'gini', 'max_depth': 25, 'max_features': 7, 'min_samples_split': 160}",0.653316398,0.6019401,0.626107331,0.643291726,0.60776605
"{'criterion': 'gini', 'max_depth': 5, 'max_features': 17, 'min_samples_split': 490}",0.776236876,0.5944005,0.666695557,0.643271943,0.60719429
"{'criterion': 'gini', 'max_depth': 20, 'max_features': 12, 'min_samples_split': 290}",0.636829363,0.610275725,0.622607764,0.64326616,0.611137341
"{'criterion': 'gini', 'max_depth': 20, 'max_features': 6, 'min_samples_split': 120}",0.613201957,0.609670199,0.610152039,0.643263746,0.605979521
"{'criterion': 'gini', 'max_depth': 10, 'max_features': 8, 'min_samples_split': 120}",0.64328468,0.600999405,0.619066993,0.643260381,0.603045562
"{'criterion': 'gini', 'max_depth': 25, 'max_features': 9, 'min_samples_split': 210}",0.60471534,0.607863849,0.605216599,0.643231924,0.604400938
"{'criterion': 'gini', 'max_depth': 30, 'max_features': 9, 'min_samples_split': 30}",0.60628132,0.601531801,0.603645847,0.643211927,0.600360282
"{'criterion': 'gini', 'max_depth': 10, 'max_features': 10, 'min_samples_split': 280}",0.691245923,0.598519964,0.640299606,0.643205479,0.607651421
"{'criterion': 'gini', 'max_depth': 25, 'max_features': 6, 'min_samples_split': 60}",0.641095291,0.601238536,0.619119004,0.643199115,0.600466336
"{'criterion': 'gini', 'max_depth': 10, 'max_features': 9, 'min_samples_split': 490}",0.68526736,0.602346429,0.636210862,0.643197751,0.605860099
"{'criterion': 'gini', 'max_depth': 25, 'max_features': 11, 'min_samples_split': 460}",0.632824431,0.604377963,0.615918552,0.643191666,0.604622379
"{'criterion': 'gini', 'max_depth': 10, 'max_features': 10, 'min_samples_split': 40}",0.686288478,0.603327453,0.641604414,0.643163823,0.614611029
"{'criterion': 'gini', 'max_depth': 25, 'max_features': 10, 'min_samples_split': 220}",0.628356168,0.599069361,0.612428564,0.643142379,0.600244644
"{'criterion': 'gini', 'max_depth': 20, 'max_features': 8, 'min_samples_split': 40}",0.606738188,0.60793185,0.606812586,0.643137599,0.603499792
"{'criterion': 'gini', 'max_depth': 25, 'max_features': 15, 'min_samples_split': 480}",0.629691974,0.604648277,0.616155998,0.64312727,0.605409526
"{'criterion': 'gini', 'max_depth': 35, 'max_features': 8, 'min_samples_split': 110}",0.634351635,0.601599496,0.616812274,0.643121279,0.605634119
"{'criterion': 'gini', 'max_depth': 5, 'max_features': 15, 'min_samples_split': 120}",0.743573517,0.593245143,0.656947225,0.643119595,0.611914526
"{'criterion': 'gini', 'max_depth': 35, 'max_features': 6, 'min_samples_split': 250}",0.669374901,0.596397856,0.629779554,0.643104789,0.603381884
"{'criterion': 'gini', 'max_depth': 15, 'max_features': 6, 'min_samples_split': 200}",0.643508889,0.593830469,0.617259495,0.643081787,0.598784726
"{'criterion': 'gini', 'max_depth': 25, 'max_features': 7, 'min_samples_split': 270}",0.631488626,0.60908026,0.615795137,0.643071796,0.607095298
"{'criterion': 'gini', 'max_depth': 30, 'max_features': 11, 'min_samples_split': 310}",0.633935034,0.603618252,0.61758562,0.643062205,0.604849368
"{'criterion': 'gini', 'max_depth': 30, 'max_features': 15, 'min_samples_split': 490}",0.588619551,0.606796281,0.594579722,0.643040606,0.603609629
"{'criterion': 'gini', 'max_depth': 5, 'max_features': 18, 'min_samples_split': 480}",0.707922864,0.605327266,0.646006098,0.643015941,0.615185059
"{'criterion': 'gini', 'max_depth': 15, 'max_features': 8, 'min_samples_split': 400}",0.676288081,0.603839285,0.636104362,0.643000348,0.60933177
"{'criterion': 'gini', 'max_depth': 10, 'max_features': 7, 'min_samples_split': 50}",0.662950903,0.599972215,0.628522848,0.64299829,0.603161326
"{'criterion': 'gini', 'max_depth': 5, 'max_features': 19, 'min_samples_split': 40}",0.713264099,0.59304178,0.64639209,0.642987209,0.60911613
"{'criterion': 'gini', 'max_depth': 5, 'max_features': 14, 'min_samples_split': 290}",0.750526468,0.58503947,0.653721136,0.642971424,0.601256006
"{'criterion': 'gini', 'max_depth': 5, 'max_features': 17, 'min_samples_split': 130}",0.736394368,0.591727746,0.650288539,0.642967635,0.612928158
"{'criterion': 'gini', 'max_depth': 5, 'max_features': 13, 'min_samples_split': 130}",0.738701082,0.597781917,0.656870515,0.642961969,0.614604219
"{'criterion': 'gini', 'max_depth': 20, 'max_features': 5, 'min_samples_split': 80}",0.62926742,0.598745012,0.612556873,0.642958469,0.598896581
"{'criterion': 'gini', 'max_depth': 20, 'max_features': 9, 'min_samples_split': 310}",0.647551106,0.599910379,0.621495179,0.642925499,0.602041009
"{'criterion': 'gini', 'max_depth': 35, 'max_features': 8, 'min_samples_split': 400}",0.673816318,0.596614218,0.631748413,0.642912922,0.606195538
"{'criterion': 'gini', 'max_depth': 5, 'max_features': 12, 'min_samples_split': 170}",0.753206033,0.58573465,0.658156494,0.642899987,0.605297166
"{'criterion': 'gini', 'max_depth': 30, 'max_features': 11, 'min_samples_split': 390}",0.631413061,0.607642732,0.615704354,0.642893068,0.60956292
"{'criterion': 'gini', 'max_depth': 5, 'max_features': 11, 'min_samples_split': 260}",0.775511056,0.582957042,0.656220204,0.642884654,0.595527812
"{'criterion': 'gini', 'max_depth': 5, 'max_features': 17, 'min_samples_split': 460}",0.743193207,0.589681548,0.655094697,0.642880155,0.606643716
"{'criterion': 'gini', 'max_depth': 35, 'max_features': 8, 'min_samples_split': 380}",0.647101694,0.601480932,0.621508218,0.642859271,0.603840402
"{'criterion': 'gini', 'max_depth': 35, 'max_features': 10, 'min_samples_split': 330}",0.660692909,0.596452228,0.625952489,0.642850585,0.60283194
"{'criterion': 'gini', 'max_depth': 15, 'max_features': 10, 'min_samples_split': 290}",0.664887747,0.595440342,0.624572793,0.642841907,0.60495517
"{'criterion': 'gini', 'max_depth': 20, 'max_features': 10, 'min_samples_split': 30}",0.604281837,0.602800594,0.60324521,0.642835963,0.600138211
"{'criterion': 'gini', 'max_depth': 10, 'max_features': 8, 'min_samples_split': 250}",0.651304486,0.598549566,0.621817277,0.642832683,0.603162335
"{'criterion': 'gini', 'max_depth': 15, 'max_features': 10, 'min_samples_split': 210}",0.651112094,0.604293456,0.625827336,0.642793828,0.607207531
"{'criterion': 'gini', 'max_depth': 10, 'max_features': 15, 'min_samples_split': 400}",0.637261872,0.599060078,0.615931245,0.642782583,0.600914135
"{'criterion': 'gini', 'max_depth': 30, 'max_features': 8, 'min_samples_split': 240}",0.638609609,0.59826842,0.617363144,0.642766113,0.601030656
"{'criterion': 'gini', 'max_depth': 30, 'max_features': 12, 'min_samples_split': 490}",0.627434975,0.603101524,0.611037511,0.642744631,0.604394381
"{'criterion': 'gini', 'max_depth': 35, 'max_features': 7, 'min_samples_split': 100}",0.620528754,0.604446682,0.611420311,0.642709489,0.604627801
"{'criterion': 'gini', 'max_depth': 5, 'max_features': 15, 'min_samples_split': 490}",0.711059796,0.600407046,0.648792164,0.642708937,0.612369387
"{'criterion': 'gini', 'max_depth': 25, 'max_features': 8, 'min_samples_split': 330}",0.66827076,0.597703789,0.62968345,0.642695616,0.603724511
"{'criterion': 'gini', 'max_depth': 5, 'max_features': 16, 'min_samples_split': 420}",0.747166819,0.592671954,0.659923251,0.642681009,0.612251983
"{'criterion': 'gini', 'max_depth': 10, 'max_features': 14, 'min_samples_split': 480}",0.71040109,0.593393175,0.644991101,0.642675435,0.606301467
"{'criterion': 'gini', 'max_depth': 15, 'max_features': 8, 'min_samples_split': 120}",0.637719734,0.604021392,0.61943104,0.642653166,0.6057461
"{'criterion': 'gini', 'max_depth': 35, 'max_features': 6, 'min_samples_split': 340}",0.600042754,0.609661395,0.602372501,0.642643973,0.602938625
"{'criterion': 'gini', 'max_depth': 15, 'max_features': 17, 'min_samples_split': 20}",0.596717905,0.610026831,0.603089403,0.642633458,0.603842545
"{'criterion': 'gini', 'max_depth': 10, 'max_features': 9, 'min_samples_split': 360}",0.69240624,0.590078873,0.634839891,0.642631703,0.599019786
"{'criterion': 'gini', 'max_depth': 10, 'max_features': 12, 'min_samples_split': 360}",0.681214703,0.60108924,0.636631668,0.642630123,0.606860238
"{'criterion': 'gini', 'max_depth': 35, 'max_features': 9, 'min_samples_split': 360}",0.647720629,0.602306713,0.620663811,0.642619355,0.606524294
"{'criterion': 'gini', 'max_depth': 35, 'max_features': 11, 'min_samples_split': 140}",0.607623588,0.602928378,0.604217938,0.642568048,0.600359399
"{'criterion': 'gini', 'max_depth': 5, 'max_features': 16, 'min_samples_split': 90}",0.768591911,0.595459363,0.663141339,0.642524476,0.610566338
"{'criterion': 'gini', 'max_depth': 5, 'max_features': 13, 'min_samples_split': 140}",0.74074829,0.588389033,0.650851098,0.642509778,0.601363447
"{'criterion': 'gini', 'max_depth': 35, 'max_features': 7, 'min_samples_split': 410}",0.678309935,0.600801567,0.635775518,0.642489872,0.608779304
"{'criterion': 'gini', 'max_depth': 25, 'max_features': 10, 'min_samples_split': 470}",0.612917098,0.604348147,0.606282885,0.642480626,0.604959079
"{'criterion': 'gini', 'max_depth': 30, 'max_features': 9, 'min_samples_split': 410}",0.695765888,0.594272338,0.63620203,0.642449123,0.598670097
"{'criterion': 'gini', 'max_depth': 15, 'max_features': 9, 'min_samples_split': 160}",0.65397908,0.595353629,0.622927945,0.642447185,0.602151856
"{'criterion': 'gini', 'max_depth': 10, 'max_features': 9, 'min_samples_split': 330}",0.659318326,0.605186575,0.629236801,0.642440945,0.611252223
"{'criterion': 'gini', 'max_depth': 25, 'max_features': 7, 'min_samples_split': 360}",0.682788637,0.595054693,0.633697291,0.642437419,0.602489565
"{'criterion': 'gini', 'max_depth': 5, 'max_features': 17, 'min_samples_split': 220}",0.699235404,0.593686177,0.638079492,0.642405562,0.602376196
"{'criterion': 'gini', 'max_depth': 5, 'max_features': 15, 'min_samples_split': 250}",0.712846504,0.593168729,0.644768443,0.642401667,0.607433007
"{'criterion': 'gini', 'max_depth': 20, 'max_features': 6, 'min_samples_split': 260}",0.660043151,0.595687139,0.622864718,0.642380454,0.600355994
"{'criterion': 'gini', 'max_depth': 15, 'max_features': 10, 'min_samples_split': 440}",0.646628917,0.596559461,0.61916187,0.642372429,0.600578822
"{'criterion': 'gini', 'max_depth': 35, 'max_features': 9, 'min_samples_split': 380}",0.639730651,0.605482586,0.620296499,0.642273371,0.606421014
"{'criterion': 'gini', 'max_depth': 30, 'max_features': 7, 'min_samples_split': 230}",0.661123926,0.605309045,0.630696539,0.642268127,0.609897729
"{'criterion': 'gini', 'max_depth': 20, 'max_features': 6, 'min_samples_split': 300}",0.673445454,0.597326209,0.629620528,0.642263185,0.601145412
"{'criterion': 'gini', 'max_depth': 20, 'max_features': 12, 'min_samples_split': 20}",0.595134028,0.612466644,0.603503863,0.642231103,0.606306132
"{'criterion': 'gini', 'max_depth': 25, 'max_features': 8, 'min_samples_split': 390}",0.695241409,0.593686137,0.638981188,0.642230034,0.605745974
"{'criterion': 'gini', 'max_depth': 25, 'max_features': 7, 'min_samples_split': 200}",0.616535257,0.602912922,0.608529432,0.642225047,0.601588545
"{'criterion': 'gini', 'max_depth': 25, 'max_features': 9, 'min_samples_split': 200}",0.643766406,0.601666446,0.620922625,0.642211264,0.603615556
"{'criterion': 'gini', 'max_depth': 15, 'max_features': 7, 'min_samples_split': 250}",0.681633789,0.596107105,0.635181562,0.642211062,0.606644851
"{'criterion': 'gini', 'max_depth': 20, 'max_features': 14, 'min_samples_split': 450}",0.639297148,0.600951142,0.617814293,0.642204731,0.601362312
"{'criterion': 'gini', 'max_depth': 15, 'max_features': 6, 'min_samples_split': 280}",0.670301066,0.594769232,0.628087219,0.642202022,0.598444621
"{'criterion': 'gini', 'max_depth': 35, 'max_features': 5, 'min_samples_split': 210}",0.663379434,0.603382307,0.629864483,0.642200334,0.606189485
"{'criterion': 'gini', 'max_depth': 25, 'max_features': 9, 'min_samples_split': 310}",0.617456948,0.603286539,0.60732538,0.642196362,0.599570865
"{'criterion': 'gini', 'max_depth': 15, 'max_features': 9, 'min_samples_split': 180}",0.637732163,0.60317389,0.619011788,0.642185122,0.60349727
"{'criterion': 'gini', 'max_depth': 15, 'max_features': 9, 'min_samples_split': 190}",0.681199789,0.599741186,0.636450983,0.64217232,0.607761636
"{'criterion': 'gini', 'max_depth': 25, 'max_features': 7, 'min_samples_split': 70}",0.612966811,0.603903601,0.607923318,0.642168893,0.602374179
"{'criterion': 'gini', 'max_depth': 10, 'max_features': 8, 'min_samples_split': 60}",0.658460269,0.597520043,0.626191053,0.642164229,0.602938246
"{'criterion': 'gini', 'max_depth': 10, 'max_features': 9, 'min_samples_split': 190}",0.644176543,0.599994006,0.61973511,0.642156536,0.602265476
"{'criterion': 'gini', 'max_depth': 20, 'max_features': 12, 'min_samples_split': 420}",0.67744094,0.593145937,0.627278874,0.642092051,0.599910718
"{'criterion': 'gini', 'max_depth': 20, 'max_features': 11, 'min_samples_split': 420}",0.66474308,0.600329276,0.628186845,0.642088027,0.602039748
"{'criterion': 'gini', 'max_depth': 5, 'max_features': 15, 'min_samples_split': 410}",0.771279928,0.58811323,0.66330982,0.642078094,0.605964514
"{'criterion': 'gini', 'max_depth': 15, 'max_features': 8, 'min_samples_split': 220}",0.658028257,0.595928699,0.623585053,0.642068111,0.59934148
"{'criterion': 'gini', 'max_depth': 25, 'max_features': 17, 'min_samples_split': 450}",0.665156697,0.595323446,0.627175282,0.642067228,0.600690803
"{'criterion': 'gini', 'max_depth': 35, 'max_features': 7, 'min_samples_split': 90}",0.644181514,0.59975665,0.620694632,0.642051678,0.602371657
"{'criterion': 'gini', 'max_depth': 25, 'max_features': 8, 'min_samples_split': 460}",0.660473175,0.601495804,0.627065487,0.64204722,0.606307394
"{'criterion': 'gini', 'max_depth': 20, 'max_features': 13, 'min_samples_split': 420}",0.675599049,0.593156149,0.63002645,0.641982907,0.601923858
"{'criterion': 'gini', 'max_depth': 10, 'max_features': 13, 'min_samples_split': 320}",0.654041223,0.602331828,0.624190666,0.64197503,0.604628053
"{'criterion': 'gini', 'max_depth': 30, 'max_features': 11, 'min_samples_split': 460}",0.684528615,0.594951939,0.63501197,0.641969619,0.604168148
"{'criterion': 'gini', 'max_depth': 30, 'max_features': 7, 'min_samples_split': 150}",0.670029132,0.599337474,0.629932555,0.641948356,0.60708811
"{'criterion': 'gini', 'max_depth': 25, 'max_features': 8, 'min_samples_split': 280}",0.63931604,0.601667041,0.617445948,0.641912328,0.601252349
"{'criterion': 'gini', 'max_depth': 15, 'max_features': 7, 'min_samples_split': 440}",0.62232988,0.60560198,0.611807498,0.641899145,0.604059824
"{'criterion': 'gini', 'max_depth': 25, 'max_features': 8, 'min_samples_split': 120}",0.64757994,0.605767557,0.624012774,0.641890648,0.606085197
"{'criterion': 'gini', 'max_depth': 20, 'max_features': 9, 'min_samples_split': 490}",0.686559418,0.597391307,0.636364953,0.641845318,0.605744083
"{'criterion': 'gini', 'max_depth': 10, 'max_features': 9, 'min_samples_split': 320}",0.615447025,0.598032634,0.604795696,0.641827746,0.597330736
"{'criterion': 'gini', 'max_depth': 10, 'max_features': 17, 'min_samples_split': 10}",0.661372992,0.603388669,0.629468066,0.64180315,0.608217884
"{'criterion': 'gini', 'max_depth': 15, 'max_features': 11, 'min_samples_split': 20}",0.607397391,0.607915693,0.607409843,0.641783566,0.604962232
"{'criterion': 'gini', 'max_depth': 30, 'max_features': 15, 'min_samples_split': 460}",0.654239083,0.599025206,0.624037551,0.641776698,0.60125197
"{'criterion': 'gini', 'max_depth': 35, 'max_features': 11, 'min_samples_split': 480}",0.68719973,0.596680302,0.636853661,0.641768195,0.607764032
"{'criterion': 'gini', 'max_depth': 30, 'max_features': 7, 'min_samples_split': 440}",0.6783333,0.602781472,0.635476207,0.641759832,0.609002888
"{'criterion': 'gini', 'max_depth': 20, 'max_features': 9, 'min_samples_split': 320}",0.67720132,0.600569206,0.633701764,0.641754685,0.606299953
"{'criterion': 'gini', 'max_depth': 15, 'max_features': 12, 'min_samples_split': 460}",0.627463808,0.601735522,0.612701319,0.641729613,0.601595228
"{'criterion': 'gini', 'max_depth': 5, 'max_features': 16, 'min_samples_split': 390}",0.731660635,0.596565379,0.651567154,0.641716916,0.605069673
"{'criterion': 'gini', 'max_depth': 25, 'max_features': 8, 'min_samples_split': 210}",0.659559438,0.596447519,0.625270178,0.641699621,0.601807589
"{'criterion': 'gini', 'max_depth': 10, 'max_features': 9, 'min_samples_split': 120}",0.658015829,0.605764433,0.627872908,0.641681625,0.609565947
"{'criterion': 'gini', 'max_depth': 30, 'max_features': 11, 'min_samples_split': 200}",0.645085806,0.603232725,0.622127323,0.641668445,0.605181024
"{'criterion': 'gini', 'max_depth': 10, 'max_features': 11, 'min_samples_split': 180}",0.644428591,0.592568466,0.616761505,0.641650842,0.59631723
"{'criterion': 'gini', 'max_depth': 10, 'max_features': 10, 'min_samples_split': 270}",0.655348194,0.604103692,0.628283916,0.641644017,0.60889469
"{'criterion': 'gini', 'max_depth': 10, 'max_features': 10, 'min_samples_split': 360}",0.658699392,0.603982312,0.628328828,0.641630771,0.606640563
"{'criterion': 'gini', 'max_depth': 30, 'max_features': 8, 'min_samples_split': 410}",0.662484092,0.59812088,0.626387318,0.641603866,0.601704687
"{'criterion': 'gini', 'max_depth': 5, 'max_features': 17, 'min_samples_split': 120}",0.730475461,0.594724055,0.650060445,0.64160186,0.606527195
